QUANTITYORDERED,PRICEEACH,ORDERDATE,MONTH_ID,YEAR_ID,CUSTOMERNAME
49,100.0,12/10/2004 0:00,12,2004,Mini Gifts Distributors Ltd.
49,100.0,1/20/2005 0:00,1,2005,"Anna's Decorations, Ltd"
20,100.0,2/17/2005 0:00,2,2005,Corporate Gift Ideas Co.
39,63.2,3/9/2005 0:00,3,2005,"Anna's Decorations, Ltd"
40,100.0,5/1/2005 0:00,5,2005,Quebec Home Shopping Network
49,100.0,5/31/2005 0:00,5,2005,Euro Shopping Channel
21,100.0,2/24/2003 0:00,2,2003,Land of Toys Inc.
50,100.0,5/7/2003 0:00,5,2003,Reims Collectables
20,100.0,7/1/2003 0:00,7,2003,Lyon Souveniers
49,100.0,8/25/2003 0:00,8,2003,Toys4GrownUps.com
38,100.0,10/10/2003 0:00,10,2003,Corporate Gift Ideas Co.
35,100.0,11/4/2003 0:00,11,2003,"Anna's Decorations, Ltd"
40,100.0,11/11/2003 0:00,11,2003,Daedalus Designs Imports
28,100.0,11/18/2003 0:00,11,2003,Toys4GrownUps.com
25,100.0,12/1/2003 0:00,12,2003,Mini Wheels Co.
36,100.0,1/15/2004 0:00,1,2004,Auto Canal Petit
43,100.0,2/21/2004 0:00,2,2004,Daedalus Designs Imports
32,100.0,4/5/2004 0:00,4,2004,Vitachrome Inc.
46,100.0,5/18/2004 0:00,5,2004,Tekni Collectables Inc.
48,100.0,6/28/2004 0:00,6,2004,Gift Depot Inc.
43,100.0,8/2/2004 0:00,8,2004,Online Mini Collectables
49,100.0,8/27/2004 0:00,8,2004,Marta's Replicas Co.
24,100.0,9/30/2004 0:00,9,2004,"Toys of Finland, Co."
26,100.0,10/15/2004 0:00,10,2004,Baane Mini Imports
30,100.0,11/3/2004 0:00,11,2004,Microscale Inc.
24,100.0,11/15/2004 0:00,11,2004,Land of Toys Inc.
55,100.0,11/24/2004 0:00,11,2004,Salzburg Collectables
22,100.0,1/5/2005 0:00,1,2005,Technics Stores Inc.
49,78.92,2/3/2005 0:00,2,2005,La Rochelle Gifts
44,100.0,3/3/2005 0:00,3,2005,FunGiftIdeas.com
66,100.0,4/8/2005 0:00,4,2005,"UK Collectables, Ltd."
21,100.0,5/13/2005 0:00,5,2005,Euro Shopping Channel
34,100.0,1/31/2003 0:00,1,2003,Euro Shopping Channel
43,100.0,4/16/2003 0:00,4,2003,"Dragon Souveniers, Ltd."
46,100.0,6/3/2003 0:00,6,2003,Muscle Machine Inc
33,100.0,8/8/2003 0:00,8,2003,Mini Gifts Distributors Ltd.
42,100.0,9/28/2003 0:00,9,2003,Euro Shopping Channel
34,100.0,10/22/2003 0:00,10,2003,"Dragon Souveniers, Ltd."
47,100.0,11/6/2003 0:00,11,2003,L'ordine Souveniers
33,100.0,11/14/2003 0:00,11,2003,Mini Creations Ltd.
24,100.0,11/26/2003 0:00,11,2003,Super Scale Inc.
26,100.0,1/2/2004 0:00,1,2004,"Saveley & Henriot, Co."
30,100.0,2/12/2004 0:00,2,2004,"Clover Collections, Co."
43,100.0,3/15/2004 0:00,3,2004,"Blauer See Auto, Co."
25,100.0,5/5/2004 0:00,5,2004,Suominen Souveniers
27,100.0,7/20/2004 0:00,7,2004,Diecast Classics Inc.
27,100.0,8/20/2004 0:00,8,2004,Mini Gifts Distributors Ltd.
24,100.0,9/9/2004 0:00,9,2004,Amica Models & Co.
34,100.0,10/14/2004 0:00,10,2004,"AV Stores, Co."
46,100.0,10/22/2004 0:00,10,2004,Heintze Collectables
27,54.33,11/5/2004 0:00,11,2004,Vitachrome Inc.
33,100.0,11/20/2004 0:00,11,2004,"La Corne D'abondance, Co."
47,100.0,11/1/2004 0:00,11,2004,"Corrida Auto Replicas, Ltd"
49,55.34,12/10/2004 0:00,12,2004,Euro Shopping Channel
40,100.0,1/26/2005 0:00,1,2005,"Tokyo Collectables, Ltd"
37,100.0,2/17/2005 0:00,2,2005,Mini Gifts Distributors Ltd.
47,100.0,5/5/2005 0:00,5,2005,Gift Depot Inc.
45,100.0,3/3/2003 0:00,3,2003,Cruz & Sons Co.
37,99.82,5/8/2003 0:00,5,2003,Marseille Mini Autos
48,100.0,7/2/2003 0:00,7,2003,Mini Gifts Distributors Ltd.
31,100.0,9/5/2003 0:00,9,2003,Collectables For Less Inc.
46,100.0,10/11/2003 0:00,10,2003,"Men 'R' US Retailers, Ltd."
47,100.0,11/4/2003 0:00,11,2003,Mini Auto Werke
28,100.0,11/12/2003 0:00,11,2003,Herkku Gifts
40,100.0,11/20/2003 0:00,11,2003,"Toms Spezialitten, Ltd"
20,100.0,12/2/2003 0:00,12,2003,Euro Shopping Channel
39,100.0,1/16/2004 0:00,1,2004,Euro Shopping Channel
25,99.82,2/22/2004 0:00,2,2004,"Vida Sport, Ltd"
29,100.0,4/9/2004 0:00,4,2004,Danish Wholesale Imports
22,100.0,6/1/2004 0:00,6,2004,"UK Collectables, Ltd."
22,100.0,7/6/2004 0:00,7,2004,L'ordine Souveniers
47,100.0,8/2/2004 0:00,8,2004,Online Mini Collectables
45,100.0,8/30/2004 0:00,8,2004,"Vida Sport, Ltd"
29,100.0,10/4/2003 0:00,10,2003,"Blauer See Auto, Co."
24,100.0,10/16/2004 0:00,10,2004,"Toms Spezialitten, Ltd"
35,100.0,11/3/2004 0:00,11,2004,"Volvo Model Replicas, Co"
46,83.63,11/15/2004 0:00,11,2004,Land of Toys Inc.
44,95.93,11/24/2004 0:00,11,2004,Salzburg Collectables
34,96.73,1/6/2005 0:00,1,2005,Suominen Souveniers
35,100.0,2/8/2005 0:00,2,2005,Boards & Toys Co.
25,72.38,3/3/2005 0:00,3,2005,Scandinavian Gift Ideas
10,100.0,5/17/2005 0:00,5,2005,Salzburg Collectables
29,100.0,2/11/2003 0:00,2,2003,Danish Wholesale Imports
39,100.0,4/16/2003 0:00,4,2003,"Dragon Souveniers, Ltd."
42,100.0,6/3/2003 0:00,6,2003,Muscle Machine Inc
46,100.0,8/8/2003 0:00,8,2003,Mini Gifts Distributors Ltd.
49,100.0,9/28/2003 0:00,9,2003,Euro Shopping Channel
27,100.0,10/22/2003 0:00,10,2003,"Dragon Souveniers, Ltd."
50,100.0,11/6/2003 0:00,11,2003,L'ordine Souveniers
43,100.0,11/14/2003 0:00,11,2003,Mini Creations Ltd.
38,100.0,11/26/2003 0:00,11,2003,Super Scale Inc.
20,100.0,1/2/2004 0:00,1,2004,"Saveley & Henriot, Co."
27,100.0,2/12/2004 0:00,2,2004,"Clover Collections, Co."
49,100.0,3/19/2004 0:00,3,2004,CAF Imports
27,100.0,5/5/2004 0:00,5,2004,Suominen Souveniers
39,100.0,7/20/2004 0:00,7,2004,Diecast Classics Inc.
24,100.0,8/20/2004 0:00,8,2004,Mini Gifts Distributors Ltd.
45,100.0,9/9/2004 0:00,9,2004,Amica Models & Co.
20,100.0,10/14/2004 0:00,10,2004,"AV Stores, Co."
36,100.0,10/22/2004 0:00,10,2004,Heintze Collectables
24,100.0,11/5/2004 0:00,11,2004,Baane Mini Imports
49,63.38,11/20/2004 0:00,11,2004,"La Corne D'abondance, Co."
26,100.0,12/1/2004 0:00,12,2004,Muscle Machine Inc
49,62.09,12/15/2004 0:00,12,2004,Reims Collectables
34,100.0,1/26/2005 0:00,1,2005,"Tokyo Collectables, Ltd"
34,95.35,2/17/2005 0:00,2,2005,Mini Gifts Distributors Ltd.
33,100.0,3/23/2005 0:00,3,2005,Mini Gifts Distributors Ltd.
22,100.0,5/5/2005 0:00,5,2005,Gift Depot Inc.
39,89.38,3/3/2003 0:00,3,2003,Cruz & Sons Co.
32,63.84,5/8/2003 0:00,5,2003,Marseille Mini Autos
24,75.01,7/2/2003 0:00,7,2003,Mini Gifts Distributors Ltd.
21,63.84,9/5/2003 0:00,9,2003,Collectables For Less Inc.
24,73.42,10/10/2003 0:00,10,2003,Corporate Gift Ideas Co.
36,63.84,11/4/2003 0:00,11,2003,"Anna's Decorations, Ltd"
20,81.4,11/12/2003 0:00,11,2003,Herkku Gifts
30,64.64,11/20/2003 0:00,11,2003,"Toms Spezialitten, Ltd"
44,82.99,12/2/2003 0:00,12,2003,Euro Shopping Channel
28,92.57,1/15/2004 0:00,1,2004,Auto Canal Petit
37,77.41,2/22/2004 0:00,2,2004,"Vida Sport, Ltd"
20,74.21,4/9/2004 0:00,4,2004,Danish Wholesale Imports
25,90.17,6/1/2004 0:00,6,2004,"UK Collectables, Ltd."
35,76.61,7/6/2004 0:00,7,2004,L'ordine Souveniers
38,83.79,8/2/2004 0:00,8,2004,Online Mini Collectables
41,69.43,8/30/2004 0:00,8,2004,"Vida Sport, Ltd"
22,76.61,10/4/2003 0:00,10,2003,"Blauer See Auto, Co."
49,81.4,10/16/2004 0:00,10,2004,"Toms Spezialitten, Ltd"
38,73.42,11/3/2004 0:00,11,2004,"Volvo Model Replicas, Co"
33,100.0,11/15/2004 0:00,11,2004,Land of Toys Inc.
36,93.56,11/24/2004 0:00,11,2004,Salzburg Collectables
34,81.62,1/6/2005 0:00,1,2005,Suominen Souveniers
24,67.83,2/9/2005 0:00,2,2005,"Toys of Finland, Co."
36,70.26,3/3/2005 0:00,3,2005,Scandinavian Gift Ideas
34,90.17,5/17/2005 0:00,5,2005,Salzburg Collectables
41,100.0,1/31/2003 0:00,1,2003,Euro Shopping Channel
46,100.0,4/4/2003 0:00,4,2003,Classic Legends Inc.
24,100.0,6/3/2003 0:00,6,2003,Muscle Machine Inc
21,100.0,8/1/2003 0:00,8,2003,Suominen Souveniers
24,100.0,9/21/2003 0:00,9,2003,"Oulu Toy Supplies, Inc."
48,100.0,10/22/2003 0:00,10,2003,"Dragon Souveniers, Ltd."
26,100.0,11/6/2003 0:00,11,2003,"Stylish Desk Decors, Co."
37,100.0,11/14/2003 0:00,11,2003,"Iberia Gift Imports, Corp."
49,100.0,11/25/2003 0:00,11,2003,Mini Classics
34,99.54,12/9/2003 0:00,12,2003,Diecast Collectables
48,100.0,2/10/2004 0:00,2,2004,Signal Collectibles Ltd.
36,100.0,3/11/2004 0:00,3,2004,Mini Gifts Distributors Ltd.
46,100.0,5/5/2004 0:00,5,2004,Euro Shopping Channel
46,100.0,6/15/2004 0:00,6,2004,Handji Gifts& Co
31,97.17,7/20/2004 0:00,7,2004,Mini Gifts Distributors Ltd.
41,100.0,8/19/2004 0:00,8,2004,Diecast Classics Inc.
21,100.0,9/8/2004 0:00,9,2004,Land of Toys Inc.
38,100.0,10/13/2004 0:00,10,2004,Marta's Replicas Co.
45,100.0,10/22/2004 0:00,10,2004,Heintze Collectables
26,58.38,11/5/2004 0:00,11,2004,Vitachrome Inc.
38,100.0,11/20/2004 0:00,11,2004,"La Corne D'abondance, Co."
48,100.0,12/1/2004 0:00,12,2004,Muscle Machine Inc
42,64.16,12/10/2004 0:00,12,2004,Euro Shopping Channel
49,35.71,1/23/2005 0:00,1,2005,Mini Gifts Distributors Ltd.
32,66.58,2/17/2005 0:00,2,2005,Mini Gifts Distributors Ltd.
54,100.0,5/3/2005 0:00,5,2005,Euro Shopping Channel
33,100.0,5/31/2005 0:00,5,2005,La Rochelle Gifts
36,100.0,3/3/2003 0:00,3,2003,Cruz & Sons Co.
20,100.0,5/8/2003 0:00,5,2003,Marseille Mini Autos
29,97.89,7/2/2003 0:00,7,2003,Mini Gifts Distributors Ltd.
33,97.89,9/5/2003 0:00,9,2003,Collectables For Less Inc.
50,100.0,10/11/2003 0:00,10,2003,"Men 'R' US Retailers, Ltd."
41,100.0,11/4/2003 0:00,11,2003,Mini Auto Werke
